timestamp,Z,Zscale,timestamp1
2018-07-11 09:04:03.231,0.789063,0.15059,2018-07-11 09:04:03
2018-07-11 09:04:03.270,0.789063,0.15059,2018-07-11 09:04:03
2018-07-11 09:04:03.310,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.349,0.78125,-0.07135,2018-07-11 09:04:03
2018-07-11 09:04:03.388,0.789063,0.15059,2018-07-11 09:04:03
2018-07-11 09:04:03.428,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.467,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.506,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.546,0.792969,0.261546,2018-07-11 09:04:03
2018-07-11 09:04:03.585,0.78125,-0.07135,2018-07-11 09:04:03
2018-07-11 09:04:03.624,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.664,0.777344,-0.182306,2018-07-11 09:04:03
2018-07-11 09:04:03.703,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.742,0.789063,0.15059,2018-07-11 09:04:03
2018-07-11 09:04:03.782,0.789063,0.15059,2018-07-11 09:04:03
2018-07-11 09:04:03.821,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.860,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.900,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:03.939,0.78125,-0.07135,2018-07-11 09:04:03
2018-07-11 09:04:03.978,0.785156,0.039606,2018-07-11 09:04:03
2018-07-11 09:04:04.018,0.785156,0.039606,2018-07-11 09:04:04
2018-07-11 09:04:04.057,0.785156,0.039606,2018-07-11 09:04:04
2018-07-11 09:04:04.096,0.78125,-0.07135,2018-07-11 09:04:04
2018-07-11 09:04:04.136,0.785156,0.039606,2018-07-11 09:04:04
2018-07-11 09:04:04.175,0.789063,0.15059,2018-07-11 09:04:04
2018-07-11 09:04:04.214,0.765625,-0.515201,2018-07-11 09:04:04
2018-07-11 09:04:04.254,0.742188,-1.180964,2018-07-11 09:04:04
2018-07-11 09:04:04.293,0.726563,-1.624816,2018-07-11 09:04:04
2018-07-11 09:04:04.332,0.734375,-1.402904,2018-07-11 09:04:04
2018-07-11 09:04:04.372,0.746094,-1.070009,2018-07-11 09:04:04
2018-07-11 09:04:04.411,0.753906,-0.848097,2018-07-11 09:04:04
2018-07-11 09:04:04.450,0.761719,-0.626157,2018-07-11 09:04:04
2018-07-11 09:04:04.490,0.769531,-0.404246,2018-07-11 09:04:04
2018-07-11 09:04:04.529,0.796875,0.372502,2018-07-11 09:04:04
2018-07-11 09:04:04.568,0.796875,0.372502,2018-07-11 09:04:04
2018-07-11 09:04:04.608,0.800781,0.483457,2018-07-11 09:04:04
2018-07-11 09:04:04.647,0.785156,0.039606,2018-07-11 09:04:04
2018-07-11 09:04:04.686,0.777344,-0.182306,2018-07-11 09:04:04
2018-07-11 09:04:04.726,0.769531,-0.404246,2018-07-11 09:04:04
2018-07-11 09:04:04.765,0.789063,0.15059,2018-07-11 09:04:04
2018-07-11 09:04:04.804,0.789063,0.15059,2018-07-11 09:04:04
2018-07-11 09:04:04.844,0.78125,-0.07135,2018-07-11 09:04:04
2018-07-11 09:04:04.883,0.78125,-0.07135,2018-07-11 09:04:04
2018-07-11 09:04:04.922,0.785156,0.039606,2018-07-11 09:04:04
2018-07-11 09:04:04.962,0.773438,-0.293261,2018-07-11 09:04:04
2018-07-11 09:04:05.001,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.040,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.080,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.119,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.159,0.792969,0.261546,2018-07-11 09:04:05
2018-07-11 09:04:05.199,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.238,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.278,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.318,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.357,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.397,0.789063,0.15059,2018-07-11 09:04:05
2018-07-11 09:04:05.437,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.476,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.516,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.556,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.595,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.635,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.675,0.789063,0.15059,2018-07-11 09:04:05
2018-07-11 09:04:05.714,0.777344,-0.182306,2018-07-11 09:04:05
2018-07-11 09:04:05.754,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.794,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.833,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.873,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.913,0.78125,-0.07135,2018-07-11 09:04:05
2018-07-11 09:04:05.952,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:05.992,0.785156,0.039606,2018-07-11 09:04:05
2018-07-11 09:04:06.032,0.78125,-0.07135,2018-07-11 09:04:06
2018-07-11 09:04:06.071,0.789063,0.15059,2018-07-11 09:04:06
2018-07-11 09:04:06.111,0.785156,0.039606,2018-07-11 09:04:06
2018-07-11 09:04:06.151,0.785156,0.039606,2018-07-11 09:04:06
2018-07-11 09:04:06.190,0.785156,0.039606,2018-07-11 09:04:06
2018-07-11 09:04:06.230,0.785156,0.039606,2018-07-11 09:04:06
2018-07-11 09:04:06.270,0.785156,0.039606,2018-07-11 09:04:06
2018-07-11 09:04:06.309,0.777344,-0.182306,2018-07-11 09:04:06
2018-07-11 09:04:06.349,0.773438,-0.293261,2018-07-11 09:04:06
2018-07-11 09:04:06.389,0.78125,-0.07135,2018-07-11 09:04:06
2018-07-11 09:04:06.428,0.789063,0.15059,2018-07-11 09:04:06
2018-07-11 09:04:06.468,0.789063,0.15059,2018-07-11 09:04:06
2018-07-11 09:04:06.508,0.789063,0.15059,2018-07-11 09:04:06
2018-07-11 09:04:06.547,0.769531,-0.404246,2018-07-11 09:04:06
2018-07-11 09:04:06.587,0.761719,-0.626157,2018-07-11 09:04:06
2018-07-11 09:04:06.627,0.757813,-0.737113,2018-07-11 09:04:06
2018-07-11 09:04:06.666,0.765625,-0.515201,2018-07-11 09:04:06
2018-07-11 09:04:06.706,0.78125,-0.07135,2018-07-11 09:04:06
2018-07-11 09:04:06.746,0.804688,0.594442,2018-07-11 09:04:06
2018-07-11 09:04:06.785,0.847656,1.815012,2018-07-11 09:04:06
2018-07-11 09:04:06.825,0.851563,1.925996,2018-07-11 09:04:06
2018-07-11 09:04:06.865,0.816406,0.927309,2018-07-11 09:04:06
2018-07-11 09:04:06.904,0.765625,-0.515201,2018-07-11 09:04:06
2018-07-11 09:04:06.944,0.738281,-1.291948,2018-07-11 09:04:06
2018-07-11 09:04:06.984,0.75,-0.959053,2018-07-11 09:04:06
2018-07-11 09:04:07.023,0.769531,-0.404246,2018-07-11 09:04:07
2018-07-11 09:04:07.063,0.804688,0.594442,2018-07-11 09:04:07
2018-07-11 09:04:07.103,0.824219,1.149249,2018-07-11 09:04:07
2018-07-11 09:04:07.142,0.816406,0.927309,2018-07-11 09:04:07
2018-07-11 09:04:07.182,0.789063,0.15059,2018-07-11 09:04:07
2018-07-11 09:04:07.222,0.761719,-0.626157,2018-07-11 09:04:07
2018-07-11 09:04:07.261,0.746094,-1.070009,2018-07-11 09:04:07
2018-07-11 09:04:07.301,0.773438,-0.293261,2018-07-11 09:04:07
2018-07-11 09:04:07.341,0.792969,0.261546,2018-07-11 09:04:07
2018-07-11 09:04:07.380,0.804688,0.594442,2018-07-11 09:04:07
2018-07-11 09:04:07.420,0.8125,0.816353,2018-07-11 09:04:07
2018-07-11 09:04:07.460,0.792969,0.261546,2018-07-11 09:04:07
2018-07-11 09:04:07.499,0.777344,-0.182306,2018-07-11 09:04:07
2018-07-11 09:04:07.539,0.765625,-0.515201,2018-07-11 09:04:07
2018-07-11 09:04:07.579,0.777344,-0.182306,2018-07-11 09:04:07
2018-07-11 09:04:07.618,0.78125,-0.07135,2018-07-11 09:04:07
2018-07-11 09:04:07.658,0.792969,0.261546,2018-07-11 09:04:07
2018-07-11 09:04:07.697,0.792969,0.261546,2018-07-11 09:04:07
2018-07-11 09:04:07.737,0.78125,-0.07135,2018-07-11 09:04:07
2018-07-11 09:04:07.777,0.78125,-0.07135,2018-07-11 09:04:07
2018-07-11 09:04:07.817,0.777344,-0.182306,2018-07-11 09:04:07
2018-07-11 09:04:07.856,0.785156,0.039606,2018-07-11 09:04:07
2018-07-11 09:04:07.896,0.789063,0.15059,2018-07-11 09:04:07
2018-07-11 09:04:07.936,0.78125,-0.07135,2018-07-11 09:04:07
2018-07-11 09:04:07.975,0.789063,0.15059,2018-07-11 09:04:07
2018-07-11 09:04:08.015,0.789063,0.15059,2018-07-11 09:04:08
2018-07-11 09:04:08.055,0.777344,-0.182306,2018-07-11 09:04:08
2018-07-11 09:04:08.094,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.134,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.173,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.213,0.789063,0.15059,2018-07-11 09:04:08
2018-07-11 09:04:08.253,0.789063,0.15059,2018-07-11 09:04:08
2018-07-11 09:04:08.293,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.332,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.372,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.412,0.789063,0.15059,2018-07-11 09:04:08
2018-07-11 09:04:08.451,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.491,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.531,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.570,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.610,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.649,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.689,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.729,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.769,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.808,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.848,0.78125,-0.07135,2018-07-11 09:04:08
2018-07-11 09:04:08.888,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.927,0.785156,0.039606,2018-07-11 09:04:08
2018-07-11 09:04:08.967,0.789063,0.15059,2018-07-11 09:04:08
2018-07-11 09:04:09.006,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.046,0.777344,-0.182306,2018-07-11 09:04:09
2018-07-11 09:04:09.086,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.126,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.165,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.205,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.244,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.284,0.789063,0.15059,2018-07-11 09:04:09
2018-07-11 09:04:09.324,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.364,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.403,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.443,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.482,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.522,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.562,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.602,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.641,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.681,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.721,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.760,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.800,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.840,0.789063,0.15059,2018-07-11 09:04:09
2018-07-11 09:04:09.879,0.777344,-0.182306,2018-07-11 09:04:09
2018-07-11 09:04:09.918,0.78125,-0.07135,2018-07-11 09:04:09
2018-07-11 09:04:09.958,0.785156,0.039606,2018-07-11 09:04:09
2018-07-11 09:04:09.997,0.789063,0.15059,2018-07-11 09:04:09
2018-07-11 09:04:10.036,0.78125,-0.07135,2018-07-11 09:04:10
2018-07-11 09:04:10.076,0.785156,0.039606,2018-07-11 09:04:10
2018-07-11 09:04:10.115,0.78125,-0.07135,2018-07-11 09:04:10
2018-07-11 09:04:10.154,0.785156,0.039606,2018-07-11 09:04:10
2018-07-11 09:04:10.194,0.785156,0.039606,2018-07-11 09:04:10
2018-07-11 09:04:10.233,0.789063,0.15059,2018-07-11 09:04:10
2018-07-11 09:04:10.272,0.789063,0.15059,2018-07-11 09:04:10
2018-07-11 09:04:10.312,0.78125,-0.07135,2018-07-11 09:04:10
2018-07-11 09:04:10.351,0.777344,-0.182306,2018-07-11 09:04:10
2018-07-11 09:04:10.390,0.78125,-0.07135,2018-07-11 09:04:10
2018-07-11 09:04:10.430,0.785156,0.039606,2018-07-11 09:04:10
2018-07-11 09:04:10.469,0.789063,0.15059,2018-07-11 09:04:10
2018-07-11 09:04:10.508,0.785156,0.039606,2018-07-11 09:04:10
2018-07-11 09:04:10.548,0.785156,0.039606,2018-07-11 09:04:10
2018-07-11 09:04:10.587,0.789063,0.15059,2018-07-11 09:04:10
2018-07-11 09:04:10.626,0.824219,1.149249,2018-07-11 09:04:10
2018-07-11 09:04:10.666,0.894531,3.146566,2018-07-11 09:04:10
2018-07-11 09:04:10.705,0.933594,4.256209,2018-07-11 09:04:10
2018-07-11 09:04:10.744,0.9375,4.367165,2018-07-11 09:04:10
2018-07-11 09:04:10.784,0.921875,3.923313,2018-07-11 09:04:10
2018-07-11 09:04:10.823,0.90625,3.479462,2018-07-11 09:04:10
2018-07-11 09:04:10.862,0.894531,3.146566,2018-07-11 09:04:10
2018-07-11 09:04:10.902,0.890625,3.035611,2018-07-11 09:04:10
2018-07-11 09:04:10.941,0.902344,3.368506,2018-07-11 09:04:10
2018-07-11 09:04:10.980,0.898438,3.25755,2018-07-11 09:04:10
2018-07-11 09:04:11.020,0.894531,3.146566,2018-07-11 09:04:11
2018-07-11 09:04:11.059,0.898438,3.25755,2018-07-11 09:04:11
2018-07-11 09:04:11.098,0.890625,3.035611,2018-07-11 09:04:11
2018-07-11 09:04:11.138,0.886719,2.924655,2018-07-11 09:04:11
2018-07-11 09:04:11.177,0.886719,2.924655,2018-07-11 09:04:11
2018-07-11 09:04:11.216,0.875,2.591759,2018-07-11 09:04:11
2018-07-11 09:04:11.256,0.871094,2.480803,2018-07-11 09:04:11
2018-07-11 09:04:11.295,0.863281,2.258863,2018-07-11 09:04:11
2018-07-11 09:04:11.334,0.84375,1.704056,2018-07-11 09:04:11
2018-07-11 09:04:11.374,0.816406,0.927309,2018-07-11 09:04:11
2018-07-11 09:04:11.413,0.804688,0.594442,2018-07-11 09:04:11
2018-07-11 09:04:11.452,0.78125,-0.07135,2018-07-11 09:04:11
2018-07-11 09:04:11.492,0.773438,-0.293261,2018-07-11 09:04:11
2018-07-11 09:04:11.531,0.78125,-0.07135,2018-07-11 09:04:11
2018-07-11 09:04:11.570,0.792969,0.261546,2018-07-11 09:04:11
2018-07-11 09:04:11.610,0.785156,0.039606,2018-07-11 09:04:11
2018-07-11 09:04:11.649,0.777344,-0.182306,2018-07-11 09:04:11
2018-07-11 09:04:11.688,0.785156,0.039606,2018-07-11 09:04:11
2018-07-11 09:04:11.728,0.78125,-0.07135,2018-07-11 09:04:11
2018-07-11 09:04:11.767,0.78125,-0.07135,2018-07-11 09:04:11
2018-07-11 09:04:11.806,0.785156,0.039606,2018-07-11 09:04:11
2018-07-11 09:04:11.846,0.78125,-0.07135,2018-07-11 09:04:11
2018-07-11 09:04:11.885,0.785156,0.039606,2018-07-11 09:04:11
2018-07-11 09:04:11.924,0.789063,0.15059,2018-07-11 09:04:11
2018-07-11 09:04:11.964,0.792969,0.261546,2018-07-11 09:04:11
2018-07-11 09:04:12.003,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.042,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.082,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.121,0.777344,-0.182306,2018-07-11 09:04:12
2018-07-11 09:04:12.160,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.200,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.239,0.785156,0.039606,2018-07-11 09:04:12
2018-07-11 09:04:12.278,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.318,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.357,0.785156,0.039606,2018-07-11 09:04:12
2018-07-11 09:04:12.396,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.436,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.475,0.773438,-0.293261,2018-07-11 09:04:12
2018-07-11 09:04:12.514,0.785156,0.039606,2018-07-11 09:04:12
2018-07-11 09:04:12.554,0.785156,0.039606,2018-07-11 09:04:12
2018-07-11 09:04:12.593,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.632,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.672,0.789063,0.15059,2018-07-11 09:04:12
2018-07-11 09:04:12.711,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.750,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.790,0.789063,0.15059,2018-07-11 09:04:12
2018-07-11 09:04:12.829,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.868,0.78125,-0.07135,2018-07-11 09:04:12
2018-07-11 09:04:12.908,0.789063,0.15059,2018-07-11 09:04:12
2018-07-11 09:04:12.947,0.777344,-0.182306,2018-07-11 09:04:12
2018-07-11 09:04:12.986,0.769531,-0.404246,2018-07-11 09:04:12
2018-07-11 09:04:13.026,0.785156,0.039606,2018-07-11 09:04:13
2018-07-11 09:04:13.065,0.792969,0.261546,2018-07-11 09:04:13
2018-07-11 09:04:13.104,0.785156,0.039606,2018-07-11 09:04:13
2018-07-11 09:04:13.144,0.773438,-0.293261,2018-07-11 09:04:13
2018-07-11 09:04:13.183,0.777344,-0.182306,2018-07-11 09:04:13
2018-07-11 09:04:13.222,0.789063,0.15059,2018-07-11 09:04:13
2018-07-11 09:04:13.262,0.785156,0.039606,2018-07-11 09:04:13
2018-07-11 09:04:13.301,0.789063,0.15059,2018-07-11 09:04:13
2018-07-11 09:04:13.340,0.777344,-0.182306,2018-07-11 09:04:13
2018-07-11 09:04:13.380,0.789063,0.15059,2018-07-11 09:04:13
2018-07-11 09:04:13.419,0.785156,0.039606,2018-07-11 09:04:13
2018-07-11 09:04:13.458,0.785156,0.039606,2018-07-11 09:04:13
2018-07-11 09:04:13.498,0.785156,0.039606,2018-07-11 09:04:13
2018-07-11 09:04:13.537,0.777344,-0.182306,2018-07-11 09:04:13
2018-07-11 09:04:13.576,0.773438,-0.293261,2018-07-11 09:04:13
2018-07-11 09:04:13.616,0.800781,0.483457,2018-07-11 09:04:13
2018-07-11 09:04:13.655,0.78125,-0.07135,2018-07-11 09:04:13
2018-07-11 09:04:13.694,0.769531,-0.404246,2018-07-11 09:04:13
2018-07-11 09:04:13.734,0.746094,-1.070009,2018-07-11 09:04:13
2018-07-11 09:04:13.773,0.726563,-1.624816,2018-07-11 09:04:13
2018-07-11 09:04:13.812,0.679688,-2.95637,2018-07-11 09:04:13
2018-07-11 09:04:13.852,0.660156,-3.511206,2018-07-11 09:04:13
2018-07-11 09:04:13.891,0.664063,-3.400222,2018-07-11 09:04:13
2018-07-11 09:04:13.930,0.695313,-2.512519,2018-07-11 09:04:13
2018-07-11 09:04:13.970,0.710938,-2.068667,2018-07-11 09:04:13
2018-07-11 09:04:14.009,0.714844,-1.957711,2018-07-11 09:04:14
2018-07-11 09:04:14.048,0.714844,-1.957711,2018-07-11 09:04:14
2018-07-11 09:04:14.088,0.714844,-1.957711,2018-07-11 09:04:14
2018-07-11 09:04:14.127,0.703125,-2.290607,2018-07-11 09:04:14
2018-07-11 09:04:14.166,0.710938,-2.068667,2018-07-11 09:04:14
2018-07-11 09:04:14.206,0.726563,-1.624816,2018-07-11 09:04:14
