timestamp,value,value_scaled,movingAverage
1,0.785156,-0.071667661249078,-0.071667661249078
2,0.789063,0.078132725235662,-0.046700930168288
3,0.789063,0.078132725235662,-0.021734199087498
4,0.789063,0.078132725235662,0.003232531993292
5,0.785156,-0.071667661249078,0.003232531993292
6,0.785156,-0.071667661249078,0.003232531993292
7,0.785156,-0.071667661249078,0.003232531993292
8,0.785156,-0.071667661249078,-0.021734199087498
9,0.789063,0.078132725235662,-0.021734199087498
10,0.785156,-0.071667661249078,-0.046700930168288
11,0.789063,0.078132725235662,-0.021734199087498
12,0.785156,-0.071667661249078,-0.021734199087498
13,0.785156,-0.071667661249078,-0.021734199087498
14,0.789063,0.078132725235662,0.003232531993292
15,0.785156,-0.071667661249078,-0.021734199087498
16,0.785156,-0.071667661249078,-0.021734199087498
17,0.785156,-0.071667661249078,-0.046700930168288
18,0.789063,0.078132725235662,-0.021734199087498
19,0.785156,-0.071667661249078,-0.021734199087498
20,0.785156,-0.071667661249078,-0.046700930168288
21,0.789063,0.078132725235662,-0.021734199087498
22,0.785156,-0.071667661249078,-0.021734199087498
23,0.792969,0.22789477018304,0.028192872817855
24,0.785156,-0.071667661249078,0.003226141737065
25,0.789063,0.078132725235662,0.028192872817855
26,0.78125,-0.22142970619646,0.003232531993291
27,0.78125,-0.22142970619646,-0.046694539912063
28,0.785156,-0.071667661249078,-0.046694539912063
29,0.785156,-0.071667661249078,-0.096621611817416
30,0.789063,0.078132725235662,-0.071654880736626
31,0.789063,0.078132725235662,-0.071654880736626
32,0.789063,0.078132725235662,-0.021727808831272
33,0.789063,0.078132725235662,0.028199263074082
34,0.789063,0.078132725235662,0.053165994154872
35,0.789063,0.078132725235662,0.078132725235662
36,0.78125,-0.22142970619646,0.028205653330308
37,0.785156,-0.071667661249078,0.003238922249518
38,0.78125,-0.22142970619646,-0.046688149655836
39,0.789063,0.078132725235662,-0.046688149655836
40,0.785156,-0.071667661249078,-0.071654880736626
41,0.78125,-0.22142970619646,-0.121581952641979
42,0.789063,0.078132725235662,-0.071654880736626
43,0.78125,-0.22142970619646,-0.09661522156119
44,0.789063,0.078132725235662,-0.046688149655836
45,0.789063,0.078132725235662,-0.046688149655836
46,0.785156,-0.071667661249078,-0.046688149655836
47,0.785156,-0.071667661249078,-0.021727808831272
48,0.785156,-0.071667661249078,-0.046694539912062
49,0.789063,0.078132725235662,0.003232531993292
50,0.78125,-0.22142970619646,-0.046694539912062
51,0.785156,-0.071667661249078,-0.071661270992852
52,0.789063,0.078132725235662,-0.046694539912062
53,0.785156,-0.071667661249078,-0.046694539912062
54,0.789063,0.078132725235662,-0.021727808831272
55,0.789063,0.078132725235662,-0.021727808831272
56,0.785156,-0.071667661249078,0.003232531993292
57,0.789063,0.078132725235662,0.028199263074082
58,0.785156,-0.071667661249078,0.003232531993292
59,0.789063,0.078132725235662,0.028199263074082
60,0.785156,-0.071667661249078,0.003232531993292
61,0.785156,-0.071667661249078,-0.021734199087498
62,0.789063,0.078132725235662,0.003232531993292
63,0.785156,-0.071667661249078,-0.021734199087498
64,0.785156,-0.071667661249078,-0.021734199087498
65,0.785156,-0.071667661249078,-0.046700930168288
66,0.792969,0.22789477018304,0.003226141737065
67,0.78125,-0.22142970619646,-0.021734199087499
68,0.785156,-0.071667661249078,-0.046700930168289
69,0.789063,0.078132725235662,-0.021734199087499
70,0.789063,0.078132725235662,0.003232531993291
71,0.78125,-0.22142970619646,-0.021727808831273
72,0.789063,0.078132725235662,-0.046688149655836
73,0.792969,0.22789477018304,0.028199263074081
74,0.785156,-0.071667661249078,0.028199263074081
75,0.785156,-0.071667661249078,0.003232531993291
76,0.785156,-0.071667661249078,-0.021734199087499
77,0.78125,-0.22142970619646,-0.021734199087499
78,0.785156,-0.071667661249078,-0.046700930168289
79,0.785156,-0.071667661249078,-0.096628002073642
80,0.785156,-0.071667661249078,-0.096628002073642
81,0.789063,0.078132725235662,-0.071661270992852
82,0.785156,-0.071667661249078,-0.071661270992852
83,0.785156,-0.071667661249078,-0.046700930168288
84,0.785156,-0.071667661249078,-0.046700930168288
85,0.785156,-0.071667661249078,-0.046700930168288
86,0.785156,-0.071667661249078,-0.046700930168288
87,0.789063,0.078132725235662,-0.046700930168288
88,0.785156,-0.071667661249078,-0.046700930168288
89,0.785156,-0.071667661249078,-0.046700930168288
90,0.785156,-0.071667661249078,-0.046700930168288
91,0.789063,0.078132725235662,-0.021734199087498
92,0.789063,0.078132725235662,0.003232531993292
93,0.78125,-0.22142970619646,-0.046694539912062
94,0.789063,0.078132725235662,-0.021727808831272
95,0.789063,0.078132725235662,0.003238922249518
96,0.792969,0.22789477018304,0.053165994154871
97,0.785156,-0.071667661249078,0.028199263074081
98,0.789063,0.078132725235662,0.028199263074081
99,0.785156,-0.071667661249078,0.053159603898645
100,0.789063,0.078132725235662,0.053159603898645
101,0.789063,0.078132725235662,0.053159603898645
102,0.785156,-0.071667661249078,0.003232531993292
103,0.785156,-0.071667661249078,0.003232531993292
104,0.785156,-0.071667661249078,-0.021734199087498
105,0.785156,-0.071667661249078,-0.021734199087498
106,0.785156,-0.071667661249078,-0.046700930168288
107,0.785156,-0.071667661249078,-0.071667661249078
108,0.785156,-0.071667661249078,-0.071667661249078
109,0.789063,0.078132725235662,-0.046700930168288
110,0.785156,-0.071667661249078,-0.046700930168288
111,0.78125,-0.22142970619646,-0.071661270992852
112,0.785156,-0.071667661249078,-0.071661270992852
113,0.785156,-0.071667661249078,-0.071661270992852
114,0.773438,-0.520953796091221,-0.146542293466542
115,0.757813,-1.1200403174181,-0.346237800575503
116,0.761719,-0.970278272470725,-0.496006235779111
117,0.753906,-1.26984070390284,-0.670741402063508
118,0.726563,-2.31821336007187,-1.04516568520064
119,0.695313,-3.51638640272563,-1.61928547544673
120,0.675781,-4.26527331053725,-2.2433387278544
121,0.679688,-4.11547292405252,-2.74257749562681
122,0.714844,-2.76753783645137,-3.04212075629025
123,0.75,-1.41960274885023,-3.06708109711481
124,0.753906,-1.26984070390284,-2.89235232108664
125,0.742188,-1.71912683874499,-2.5928090604232
126,0.722656,-2.46801374655661,-2.29326579975976
127,0.71875,-2.61777579150399,-2.04364961100167
128,0.71875,-2.61777579150399,-2.01868927017711
129,0.734375,-2.01868927017711,-2.11853702373159
130,0.75,-1.41960274885023,-2.14349736455615
131,0.757813,-1.1200403174181,-2.04364961100167
132,0.75,-1.41960274885023,-1.86891444471727
133,0.75,-1.41960274885023,-1.66921893760831
134,0.746094,-1.56936479379761,-1.49448377132392
135,0.746094,-1.56936479379761,-1.419596358594
136,0.75,-1.41960274885023,-1.419596358594
137,0.753906,-1.26984070390284,-1.44456308967479
138,0.753906,-1.26984070390284,-1.41960274885022
139,0.753906,-1.26984070390284,-1.39464240802566
140,0.757813,-1.1200403174181,-1.31975499529574
141,0.757813,-1.1200403174181,-1.24486758256583
142,0.757813,-1.1200403174181,-1.19494051066047
143,0.761719,-0.970278272470725,-1.14501343875512
144,0.761719,-0.970278272470725,-1.09508636684977
145,0.765625,-0.820516227523343,-1.02019895411985
146,0.765625,-0.820516227523343,-0.970278272470723
147,0.765625,-0.820516227523343,-0.920357590821597
148,0.765625,-0.820516227523343,-0.87043690917247
149,0.765625,-0.820516227523343,-0.845476568347906
150,0.769531,-0.67075418257596,-0.795555886698779
151,0.769531,-0.67075418257596,-0.770595545874215
152,0.773438,-0.520953796091221,-0.720668473968861
153,0.773438,-0.520953796091221,-0.670741402063508
