timestamp,value
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,1
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.992188
2018-07-29 22:44,1
2018-07-29 22:44,1
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.988281
2018-07-29 22:44,1
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.992188
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,1
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,1
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.992188
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,0.996094
2018-07-29 22:44,1
