timestamp,value
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.007813
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.023438
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.019531
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.011719
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
2018-08-02 07:40,1.015625
