timestamp,value
2018-07-09 12:36:00.022,0.785156
2018-07-09 12:36:00.061,0.785156
2018-07-09 12:36:00.100,0.785156
2018-07-09 12:36:00.140,0.785156
2018-07-09 12:36:00.179,0.785156
2018-07-09 12:36:00.218,0.785156
2018-07-09 12:36:00.258,0.789063
2018-07-09 12:36:00.297,0.789063
2018-07-09 12:36:00.336,0.789063
2018-07-09 12:36:00.376,0.785156
2018-07-09 12:36:00.415,0.785156
2018-07-09 12:36:00.454,0.785156
2018-07-09 12:36:00.494,0.785156
2018-07-09 12:36:00.533,0.789063
2018-07-09 12:36:00.572,0.785156
2018-07-09 12:36:00.612,0.789063
2018-07-09 12:36:00.651,0.785156
2018-07-09 12:36:00.690,0.785156
2018-07-09 12:36:00.730,0.789063
2018-07-09 12:36:00.769,0.785156
2018-07-09 12:36:00.808,0.785156
2018-07-09 12:36:00.848,0.785156
2018-07-09 12:36:00.887,0.789063
2018-07-09 12:36:00.926,0.785156
2018-07-09 12:36:00.966,0.785156
2018-07-09 12:36:01.005,0.789063
2018-07-09 12:36:01.044,0.785156
2018-07-09 12:36:01.084,0.792969
2018-07-09 12:36:01.123,0.785156
2018-07-09 12:36:01.162,0.789063
2018-07-09 12:36:01.202,0.78125
2018-07-09 12:36:01.241,0.78125
2018-07-09 12:36:01.280,0.785156
2018-07-09 12:36:01.320,0.785156
2018-07-09 12:36:01.359,0.789063
2018-07-09 12:36:01.398,0.789063
2018-07-09 12:36:01.438,0.789063
2018-07-09 12:36:01.477,0.789063
2018-07-09 12:36:01.516,0.789063
2018-07-09 12:36:01.556,0.789063
2018-07-09 12:36:01.595,0.78125
2018-07-09 12:36:01.634,0.785156
2018-07-09 12:36:01.674,0.78125
2018-07-09 12:36:01.713,0.789063
2018-07-09 12:36:01.752,0.785156
2018-07-09 12:36:01.792,0.78125
2018-07-09 12:36:01.831,0.789063
2018-07-09 12:36:01.870,0.78125
2018-07-09 12:36:01.910,0.789063
2018-07-09 12:36:01.949,0.789063
2018-07-09 12:36:01.988,0.785156
