timestamp,value
2018-07-11 10:23,0.996094
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,0.996094
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.007813
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.007813
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1.003906
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,1
2018-07-11 10:23,0.96875
2018-07-11 10:23,0.960938
2018-07-11 10:23,0.972656
2018-07-11 10:23,1
2018-07-11 10:23,1.007813
2018-07-11 10:23,1
2018-07-11 10:23,0.992188
2018-07-11 10:23,0.976563
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.980469
2018-07-11 10:24,0.988281
2018-07-11 10:24,0.992188
2018-07-11 10:24,0.984375
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.96875
2018-07-11 10:24,0.96875
2018-07-11 10:24,0.976563
2018-07-11 10:24,0.980469
2018-07-11 10:24,0.988281
2018-07-11 10:24,0.988281
2018-07-11 10:24,0.980469
2018-07-11 10:24,0.96875
2018-07-11 10:24,0.96875
2018-07-11 10:24,0.976563
2018-07-11 10:24,0.976563
2018-07-11 10:24,0.976563
2018-07-11 10:24,0.976563
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.96875
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.976563
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.96875
2018-07-11 10:24,0.972656
2018-07-11 10:24,0.992188
2018-07-11 10:24,1
2018-07-11 10:24,1.003906
2018-07-11 10:24,1.003906
2018-07-11 10:24,1.003906
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1.003906
2018-07-11 10:24,1.007813
2018-07-11 10:24,1.003906
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1.003906
2018-07-11 10:24,1.003906
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1.003906
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1
2018-07-11 10:24,1.003906
2018-07-11 10:24,1
2018-07-11 10:24,1.003906
2018-07-11 10:24,1.003906
